",",experiment_run,datasetName,errorType,percentage,feature,modelName,Accuracy,Auc,Recall,Precision,F1,AMI,SILHOUETTE,K
41978,12,satimage_sample3600.csv,duplicate,0.6,[F24attr],BIRCH,,,,,,0.5082,0.2997,6.0
41979,12,satimage_sample3600.csv,duplicate,0.6,[F24attr],Hierarchical Clustering,,,,,,0.5809,0.3444,6.0
41980,12,satimage_sample3600.csv,duplicate,0.7,[F24attr],K-Means,,,,,,0.5764,0.3537,6.0
41981,12,satimage_sample3600.csv,duplicate,0.7,[F24attr],HDBSCAN,,,,,,0.3216,0.1573,7.0
41982,12,satimage_sample3600.csv,duplicate,0.7,[F24attr],Gaussian Mixture Model,,,,,,0.5402,0.0503,6.0
41983,12,satimage_sample3600.csv,duplicate,0.7,[F24attr],BIRCH,,,,,,0.4609,0.2763,6.0
41984,12,satimage_sample3600.csv,duplicate,0.7,[F24attr],Hierarchical Clustering,,,,,,0.5603,0.3413,6.0
41985,12,satimage_sample3600.csv,duplicate,0.8,[F24attr],K-Means,,,,,,0.5765,0.3556,6.0
41986,12,satimage_sample3600.csv,duplicate,0.8,[F24attr],HDBSCAN,,,,,,0.501,0.1814,25.0
41987,12,satimage_sample3600.csv,duplicate,0.8,[F24attr],Gaussian Mixture Model,,,,,,0.5418,0.0477,6.0
41988,12,satimage_sample3600.csv,duplicate,0.8,[F24attr],BIRCH,,,,,,0.588,0.3218,6.0
41989,12,satimage_sample3600.csv,duplicate,0.8,[F24attr],Hierarchical Clustering,,,,,,0.521,0.3048,6.0
41990,12,satimage_sample3600.csv,duplicate,0.9,[F24attr],K-Means,,,,,,0.5773,0.3541,6.0
41991,12,satimage_sample3600.csv,duplicate,0.9,[F24attr],HDBSCAN,,,,,,0.3245,0.0635,8.0
41992,12,satimage_sample3600.csv,duplicate,0.9,[F24attr],Gaussian Mixture Model,,,,,,0.543,0.0502,6.0
41993,12,satimage_sample3600.csv,duplicate,0.9,[F24attr],BIRCH,,,,,,0.4995,0.3015,6.0
41994,12,satimage_sample3600.csv,duplicate,0.9,[F24attr],Hierarchical Clustering,,,,,,0.5627,0.3583,6.0
41995,12,satimage_sample3600.csv,duplicate,0.1,[F30attr],K-Means,,,,,,0.5782,0.3544,6.0
41996,12,satimage_sample3600.csv,duplicate,0.1,[F30attr],HDBSCAN,,,,,,0.251,0.2172,4.0
41997,12,satimage_sample3600.csv,duplicate,0.1,[F30attr],Gaussian Mixture Model,,,,,,0.5421,0.0464,6.0
41998,12,satimage_sample3600.csv,duplicate,0.1,[F30attr],BIRCH,,,,,,0.4656,0.2797,6.0
41999,12,satimage_sample3600.csv,duplicate,0.1,[F30attr],Hierarchical Clustering,,,,,,0.5791,0.3486,6.0
42000,12,satimage_sample3600.csv,duplicate,0.2,[F30attr],K-Means,,,,,,0.5748,0.354,6.0
42001,12,satimage_sample3600.csv,duplicate,0.2,[F30attr],HDBSCAN,,,,,,0.2993,0.085,6.0
42002,12,satimage_sample3600.csv,duplicate,0.2,[F30attr],Gaussian Mixture Model,,,,,,0.5541,0.0533,6.0
42003,12,satimage_sample3600.csv,duplicate,0.2,[F30attr],BIRCH,,,,,,0.4181,0.1871,6.0
42004,12,satimage_sample3600.csv,duplicate,0.2,[F30attr],Hierarchical Clustering,,,,,,0.5715,0.3407,6.0
42005,12,satimage_sample3600.csv,duplicate,0.3,[F30attr],K-Means,,,,,,0.5249,0.3291,6.0
42006,12,satimage_sample3600.csv,duplicate,0.3,[F30attr],HDBSCAN,,,,,,0.5192,0.1856,15.0
42007,12,satimage_sample3600.csv,duplicate,0.3,[F30attr],Gaussian Mixture Model,,,,,,0.5489,0.0515,6.0
42008,12,satimage_sample3600.csv,duplicate,0.3,[F30attr],BIRCH,,,,,,0.5049,0.285,6.0
42009,12,satimage_sample3600.csv,duplicate,0.3,[F30attr],Hierarchical Clustering,,,,,,0.5616,0.3632,6.0
42010,12,satimage_sample3600.csv,duplicate,0.4,[F30attr],K-Means,,,,,,0.5748,0.3558,6.0
42011,12,satimage_sample3600.csv,duplicate,0.4,[F30attr],HDBSCAN,,,,,,0.5135,0.1874,18.0
42012,12,satimage_sample3600.csv,duplicate,0.4,[F30attr],Gaussian Mixture Model,,,,,,0.5426,0.0488,6.0
42013,12,satimage_sample3600.csv,duplicate,0.4,[F30attr],BIRCH,,,,,,0.4752,0.2737,6.0
42014,12,satimage_sample3600.csv,duplicate,0.4,[F30attr],Hierarchical Clustering,,,,,,0.5545,0.3359,6.0
42015,12,satimage_sample3600.csv,duplicate,0.5,[F30attr],K-Means,,,,,,0.5746,0.3558,6.0
42016,12,satimage_sample3600.csv,duplicate,0.5,[F30attr],HDBSCAN,,,,,,0.5205,0.2029,25.0
42017,12,satimage_sample3600.csv,duplicate,0.5,[F30attr],Gaussian Mixture Model,,,,,,0.5405,0.0472,6.0
42018,12,satimage_sample3600.csv,duplicate,0.5,[F30attr],BIRCH,,,,,,0.3927,0.2057,6.0
42019,12,satimage_sample3600.csv,duplicate,0.5,[F30attr],Hierarchical Clustering,,,,,,0.5539,0.3603,6.0
42020,12,satimage_sample3600.csv,duplicate,0.6,[F30attr],K-Means,,,,,,0.5766,0.3544,6.0
42021,12,satimage_sample3600.csv,duplicate,0.6,[F30attr],HDBSCAN,,,,,,0.4859,0.1596,32.0
42022,12,satimage_sample3600.csv,duplicate,0.6,[F30attr],Gaussian Mixture Model,,,,,,0.5462,0.0528,6.0
42023,12,satimage_sample3600.csv,duplicate,0.6,[F30attr],BIRCH,,,,,,0.5655,0.3153,6.0
42024,12,satimage_sample3600.csv,duplicate,0.6,[F30attr],Hierarchical Clustering,,,,,,0.5727,0.3474,6.0
42025,12,satimage_sample3600.csv,duplicate,0.7,[F30attr],K-Means,,,,,,0.5813,0.3548,6.0
42026,12,satimage_sample3600.csv,duplicate,0.7,[F30attr],HDBSCAN,,,,,,0.3105,0.1563,7.0
42027,12,satimage_sample3600.csv,duplicate,0.7,[F30attr],Gaussian Mixture Model,,,,,,0.5466,0.0497,6.0
42028,12,satimage_sample3600.csv,duplicate,0.7,[F30attr],BIRCH,,,,,,0.4785,0.2901,6.0
42029,12,satimage_sample3600.csv,duplicate,0.7,[F30attr],Hierarchical Clustering,,,,,,0.5049,0.3114,6.0
42030,12,satimage_sample3600.csv,duplicate,0.8,[F30attr],K-Means,,,,,,0.581,0.3538,6.0
42031,12,satimage_sample3600.csv,duplicate,0.8,[F30attr],HDBSCAN,,,,,,0.4634,0.1133,43.0
42032,12,satimage_sample3600.csv,duplicate,0.8,[F30attr],Gaussian Mixture Model,,,,,,0.5457,0.0517,6.0
42033,12,satimage_sample3600.csv,duplicate,0.8,[F30attr],BIRCH,,,,,,0.5039,0.2833,6.0
42034,12,satimage_sample3600.csv,duplicate,0.8,[F30attr],Hierarchical Clustering,,,,,,0.5764,0.3565,6.0
42035,12,satimage_sample3600.csv,duplicate,0.9,[F30attr],K-Means,,,,,,0.5796,0.3542,6.0
42036,12,satimage_sample3600.csv,duplicate,0.9,[F30attr],HDBSCAN,,,,,,0.4528,0.1011,39.0
42037,12,satimage_sample3600.csv,duplicate,0.9,[F30attr],Gaussian Mixture Model,,,,,,0.5399,0.0458,6.0
42038,12,satimage_sample3600.csv,duplicate,0.9,[F30attr],BIRCH,,,,,,0.5637,0.2483,6.0
42039,12,satimage_sample3600.csv,duplicate,0.9,[F30attr],Hierarchical Clustering,,,,,,0.5776,0.3403,6.0
42040,12,satimage_sample3600.csv,outlier,0.1,[Aattr],K-Means,,,,,,0.5434,0.3697,5.0
42041,12,satimage_sample3600.csv,outlier,0.1,[Aattr],HDBSCAN,,,,,,0.3515,-0.0847,7.0
42042,12,satimage_sample3600.csv,outlier,0.1,[Aattr],Gaussian Mixture Model,,,,,,0.534,0.119,4.0
42043,12,satimage_sample3600.csv,outlier,0.1,[Aattr],BIRCH,,,,,,0.4324,0.3199,4.0
42044,12,satimage_sample3600.csv,outlier,0.1,[Aattr],Hierarchical Clustering,,,,,,0.5885,0.3427,6.0
42045,12,satimage_sample3600.csv,outlier,0.2,[Aattr],K-Means,,,,,,0.4202,0.3304,4.0
42046,12,satimage_sample3600.csv,outlier,0.2,[Aattr],HDBSCAN,,,,,,0.2799,0.1539,4.0
42047,12,satimage_sample3600.csv,outlier,0.2,[Aattr],Gaussian Mixture Model,,,,,,0.4352,0.0669,5.0
42048,12,satimage_sample3600.csv,outlier,0.2,[Aattr],BIRCH,,,,,,0.3956,0.4303,3.0
42049,12,satimage_sample3600.csv,outlier,0.2,[Aattr],Hierarchical Clustering,,,,,,0.413,0.3356,4.0
42050,12,satimage_sample3600.csv,outlier,0.3,[Aattr],K-Means,,,,,,0.4058,0.4493,3.0
42051,12,satimage_sample3600.csv,outlier,0.3,[Aattr],HDBSCAN,,,,,,0.4475,0.2106,8.0
42052,12,satimage_sample3600.csv,outlier,0.3,[Aattr],Gaussian Mixture Model,,,,,,0.5054,-0.0244,5.0
42053,12,satimage_sample3600.csv,outlier,0.3,[Aattr],BIRCH,,,,,,0.3622,0.4181,3.0
42054,12,satimage_sample3600.csv,outlier,0.3,[Aattr],Hierarchical Clustering,,,,,,0.4296,0.3412,4.0
42055,12,satimage_sample3600.csv,outlier,0.4,[Aattr],K-Means,,,,,,0.2357,0.489,2.0
42056,12,satimage_sample3600.csv,outlier,0.4,[Aattr],HDBSCAN,,,,,,0.4562,0.1856,10.0
42057,12,satimage_sample3600.csv,outlier,0.4,[Aattr],Gaussian Mixture Model,,,,,,0.3267,0.0498,6.0
42058,12,satimage_sample3600.csv,outlier,0.4,[Aattr],BIRCH,,,,,,0.2514,0.4686,2.0
42059,12,satimage_sample3600.csv,outlier,0.4,[Aattr],Hierarchical Clustering,,,,,,0.4021,0.4462,3.0
42060,12,satimage_sample3600.csv,outlier,0.5,[Aattr],K-Means,,,,,,0.2307,0.4783,2.0
42061,12,satimage_sample3600.csv,outlier,0.5,[Aattr],HDBSCAN,,,,,,0.4489,0.2263,8.0
42062,12,satimage_sample3600.csv,outlier,0.5,[Aattr],Gaussian Mixture Model,,,,,,0.306,-0.0146,5.0
42063,12,satimage_sample3600.csv,outlier,0.5,[Aattr],BIRCH,,,,,,0.2514,0.4691,2.0
42064,12,satimage_sample3600.csv,outlier,0.5,[Aattr],Hierarchical Clustering,,,,,,0.2338,0.4978,2.0
42065,12,satimage_sample3600.csv,outlier,0.6,[Aattr],K-Means,,,,,,0.2091,0.493,2.0
42066,12,satimage_sample3600.csv,outlier,0.6,[Aattr],HDBSCAN,,,,,,0.456,0.2387,7.0
42067,12,satimage_sample3600.csv,outlier,0.6,[Aattr],Gaussian Mixture Model,,,,,,0.3194,0.0637,5.0
42068,12,satimage_sample3600.csv,outlier,0.6,[Aattr],BIRCH,,,,,,0.0083,0.1648,2.0
42069,12,satimage_sample3600.csv,outlier,0.6,[Aattr],Hierarchical Clustering,,,,,,0.0,,1.0
42070,12,satimage_sample3600.csv,outlier,0.7,[Aattr],K-Means,,,,,,0.0,,1.0
42071,12,satimage_sample3600.csv,outlier,0.7,[Aattr],HDBSCAN,,,,,,0.4474,0.2393,7.0
42072,12,satimage_sample3600.csv,outlier,0.7,[Aattr],Gaussian Mixture Model,,,,,,0.5429,0.1191,4.0
42073,12,satimage_sample3600.csv,outlier,0.7,[Aattr],BIRCH,,,,,,0.0,,1.0
42074,12,satimage_sample3600.csv,outlier,0.7,[Aattr],Hierarchical Clustering,,,,,,0.0,,1.0
42075,12,satimage_sample3600.csv,outlier,0.8,[Aattr],K-Means,,,,,,0.1647,0.3118,2.0
42076,12,satimage_sample3600.csv,outlier,0.8,[Aattr],HDBSCAN,,,,,,0.2344,0.0303,3.0
42077,12,satimage_sample3600.csv,outlier,0.8,[Aattr],Gaussian Mixture Model,,,,,,0.5103,0.0709,6.0
42078,12,satimage_sample3600.csv,outlier,0.8,[Aattr],BIRCH,,,,,,-0.0002,0.1604,2.0
42079,12,satimage_sample3600.csv,outlier,0.8,[Aattr],Hierarchical Clustering,,,,,,0.0,,1.0
42080,12,satimage_sample3600.csv,outlier,0.9,[Aattr],K-Means,,,,,,0.0,,1.0
42081,12,satimage_sample3600.csv,outlier,0.9,[Aattr],HDBSCAN,,,,,,0.2449,0.1156,3.0
42082,12,satimage_sample3600.csv,outlier,0.9,[Aattr],Gaussian Mixture Model,,,,,,0.3587,0.0032,5.0
42083,12,satimage_sample3600.csv,outlier,0.9,[Aattr],BIRCH,,,,,,-0.0002,0.1604,2.0
42084,12,satimage_sample3600.csv,outlier,0.9,[Aattr],Hierarchical Clustering,,,,,,0.0,,1.0
42085,12,satimage_sample3600.csv,outlier,0.1,[Cattr],K-Means,,,,,,0.5774,0.3542,6.0
42086,12,satimage_sample3600.csv,outlier,0.1,[Cattr],HDBSCAN,,,,,,0.3963,0.139,8.0
42087,12,satimage_sample3600.csv,outlier,0.1,[Cattr],Gaussian Mixture Model,,,,,,0.5766,0.067,6.0
42088,12,satimage_sample3600.csv,outlier,0.1,[Cattr],BIRCH,,,,,,0.4344,0.299,4.0
42089,12,satimage_sample3600.csv,outlier,0.1,[Cattr],Hierarchical Clustering,,,,,,0.4225,0.3406,4.0
42090,12,satimage_sample3600.csv,outlier,0.2,[Cattr],K-Means,,,,,,0.4022,0.4224,4.0
42091,12,satimage_sample3600.csv,outlier,0.2,[Cattr],HDBSCAN,,,,,,0.1275,0.4859,2.0
42092,12,satimage_sample3600.csv,outlier,0.2,[Cattr],Gaussian Mixture Model,,,,,,0.5183,0.1575,4.0
42093,12,satimage_sample3600.csv,outlier,0.2,[Cattr],BIRCH,,,,,,0.355,0.1741,4.0
42094,12,satimage_sample3600.csv,outlier,0.2,[Cattr],Hierarchical Clustering,,,,,,0.4211,0.343,4.0
42095,12,satimage_sample3600.csv,outlier,0.3,[Cattr],K-Means,,,,,,0.4169,0.3352,4.0
42096,12,satimage_sample3600.csv,outlier,0.3,[Cattr],HDBSCAN,,,,,,0.0886,0.4575,2.0
42097,12,satimage_sample3600.csv,outlier,0.3,[Cattr],Gaussian Mixture Model,,,,,,0.442,-0.0678,6.0
42098,12,satimage_sample3600.csv,outlier,0.3,[Cattr],BIRCH,,,,,,0.4015,0.3771,3.0
42099,12,satimage_sample3600.csv,outlier,0.3,[Cattr],Hierarchical Clustering,,,,,,0.3972,0.4491,3.0
42100,12,satimage_sample3600.csv,outlier,0.4,[Cattr],K-Means,,,,,,0.4037,0.4491,3.0
42101,12,satimage_sample3600.csv,outlier,0.4,[Cattr],HDBSCAN,,,,,,0.0697,0.446,2.0
42102,12,satimage_sample3600.csv,outlier,0.4,[Cattr],Gaussian Mixture Model,,,,,,0.5052,0.0292,6.0
42103,12,satimage_sample3600.csv,outlier,0.4,[Cattr],BIRCH,,,,,,0.3955,0.4228,3.0
42104,12,satimage_sample3600.csv,outlier,0.4,[Cattr],Hierarchical Clustering,,,,,,0.4064,0.4473,3.0
42105,12,satimage_sample3600.csv,outlier,0.5,[Cattr],K-Means,,,,,,0.238,0.495,2.0
42106,12,satimage_sample3600.csv,outlier,0.5,[Cattr],HDBSCAN,,,,,,0.4949,0.2391,7.0
42107,12,satimage_sample3600.csv,outlier,0.5,[Cattr],Gaussian Mixture Model,,,,,,0.3596,-0.0245,6.0
42108,12,satimage_sample3600.csv,outlier,0.5,[Cattr],BIRCH,,,,,,0.2437,0.4973,2.0
42109,12,satimage_sample3600.csv,outlier,0.5,[Cattr],Hierarchical Clustering,,,,,,0.238,0.495,2.0
42110,12,satimage_sample3600.csv,outlier,0.6,[Cattr],K-Means,,,,,,0.2488,0.3446,2.0
42111,12,satimage_sample3600.csv,outlier,0.6,[Cattr],HDBSCAN,,,,,,0.4507,0.241,6.0
42112,12,satimage_sample3600.csv,outlier,0.6,[Cattr],Gaussian Mixture Model,,,,,,0.3416,-0.0021,6.0
42113,12,satimage_sample3600.csv,outlier,0.6,[Cattr],BIRCH,,,,,,0.0,,1.0
42114,12,satimage_sample3600.csv,outlier,0.6,[Cattr],Hierarchical Clustering,,,,,,0.1687,0.4919,2.0
42115,12,satimage_sample3600.csv,outlier,0.7,[Cattr],K-Means,,,,,,0.0,,1.0
42116,12,satimage_sample3600.csv,outlier,0.7,[Cattr],HDBSCAN,,,,,,0.4475,0.2401,6.0
42117,12,satimage_sample3600.csv,outlier,0.7,[Cattr],Gaussian Mixture Model,,,,,,0.5309,0.1215,4.0
42118,12,satimage_sample3600.csv,outlier,0.7,[Cattr],BIRCH,,,,,,0.0,,1.0
42119,12,satimage_sample3600.csv,outlier,0.7,[Cattr],Hierarchical Clustering,,,,,,0.1305,0.4833,2.0
42120,12,satimage_sample3600.csv,outlier,0.8,[Cattr],K-Means,,,,,,0.0,,1.0
42121,12,satimage_sample3600.csv,outlier,0.8,[Cattr],HDBSCAN,,,,,,0.4575,0.2396,6.0
42122,12,satimage_sample3600.csv,outlier,0.8,[Cattr],Gaussian Mixture Model,,,,,,0.5326,-0.0166,5.0
42123,12,satimage_sample3600.csv,outlier,0.8,[Cattr],BIRCH,,,,,,0.0,,1.0
42124,12,satimage_sample3600.csv,outlier,0.8,[Cattr],Hierarchical Clustering,,,,,,0.0,,1.0
42125,12,satimage_sample3600.csv,outlier,0.9,[Cattr],K-Means,,,,,,0.0,,1.0
42126,12,satimage_sample3600.csv,outlier,0.9,[Cattr],HDBSCAN,,,,,,0.5731,0.3328,6.0
42127,12,satimage_sample3600.csv,outlier,0.9,[Cattr],Gaussian Mixture Model,,,,,,0.5095,0.083,5.0
42128,12,satimage_sample3600.csv,outlier,0.9,[Cattr],BIRCH,,,,,,0.2502,0.2848,2.0
42129,12,satimage_sample3600.csv,outlier,0.9,[Cattr],Hierarchical Clustering,,,,,,0.0,,1.0
42130,12,satimage_sample3600.csv,outlier,0.1,[Fattr],K-Means,,,,,,0.5634,0.3168,6.0
42131,12,satimage_sample3600.csv,outlier,0.1,[Fattr],HDBSCAN,,,,,,0.391,0.0369,8.0
42132,12,satimage_sample3600.csv,outlier,0.1,[Fattr],Gaussian Mixture Model,,,,,,0.6361,0.2328,6.0
42133,12,satimage_sample3600.csv,outlier,0.1,[Fattr],BIRCH,,,,,,0.5158,0.3105,4.0
42134,12,satimage_sample3600.csv,outlier,0.1,[Fattr],Hierarchical Clustering,,,,,,0.4145,0.3253,5.0
42135,12,satimage_sample3600.csv,outlier,0.2,[Fattr],K-Means,,,,,,0.4217,0.335,4.0
42136,12,satimage_sample3600.csv,outlier,0.2,[Fattr],HDBSCAN,,,,,,0.4429,0.1604,10.0
42137,12,satimage_sample3600.csv,outlier,0.2,[Fattr],Gaussian Mixture Model,,,,,,0.4425,0.0979,4.0
42138,12,satimage_sample3600.csv,outlier,0.2,[Fattr],BIRCH,,,,,,0.4602,0.3401,4.0
42139,12,satimage_sample3600.csv,outlier,0.2,[Fattr],Hierarchical Clustering,,,,,,0.4359,0.3424,4.0
42140,12,satimage_sample3600.csv,outlier,0.3,[Fattr],K-Means,,,,,,0.4054,0.4478,3.0
42141,12,satimage_sample3600.csv,outlier,0.3,[Fattr],HDBSCAN,,,,,,0.3471,0.2304,4.0
42142,12,satimage_sample3600.csv,outlier,0.3,[Fattr],Gaussian Mixture Model,,,,,,0.3623,0.0902,5.0
42143,12,satimage_sample3600.csv,outlier,0.3,[Fattr],BIRCH,,,,,,0.3693,0.411,3.0
42144,12,satimage_sample3600.csv,outlier,0.3,[Fattr],Hierarchical Clustering,,,,,,0.391,0.4482,3.0
42145,12,satimage_sample3600.csv,outlier,0.4,[Fattr],K-Means,,,,,,0.406,0.4474,3.0
42146,12,satimage_sample3600.csv,outlier,0.4,[Fattr],HDBSCAN,,,,,,0.3432,0.2287,4.0
42147,12,satimage_sample3600.csv,outlier,0.4,[Fattr],Gaussian Mixture Model,,,,,,0.3729,0.2463,4.0
42148,12,satimage_sample3600.csv,outlier,0.4,[Fattr],BIRCH,,,,,,0.2489,0.4437,2.0
42149,12,satimage_sample3600.csv,outlier,0.4,[Fattr],Hierarchical Clustering,,,,,,0.3961,0.4484,3.0
42150,12,satimage_sample3600.csv,outlier,0.5,[Fattr],K-Means,,,,,,0.0,,1.0
42151,12,satimage_sample3600.csv,outlier,0.5,[Fattr],HDBSCAN,,,,,,0.3484,0.2341,4.0
42152,12,satimage_sample3600.csv,outlier,0.5,[Fattr],Gaussian Mixture Model,,,,,,0.3056,-0.064,5.0
42153,12,satimage_sample3600.csv,outlier,0.5,[Fattr],BIRCH,,,,,,0.2346,0.2639,3.0
42154,12,satimage_sample3600.csv,outlier,0.5,[Fattr],Hierarchical Clustering,,,,,,0.2357,0.489,2.0
42155,12,satimage_sample3600.csv,outlier,0.6,[Fattr],K-Means,,,,,,0.2034,0.4896,2.0
42156,12,satimage_sample3600.csv,outlier,0.6,[Fattr],HDBSCAN,,,,,,0.3474,0.2326,4.0
42157,12,satimage_sample3600.csv,outlier,0.6,[Fattr],Gaussian Mixture Model,,,,,,0.2791,-0.1308,5.0
42158,12,satimage_sample3600.csv,outlier,0.6,[Fattr],BIRCH,,,,,,0.2542,0.473,2.0
42159,12,satimage_sample3600.csv,outlier,0.6,[Fattr],Hierarchical Clustering,,,,,,0.0,,1.0
42160,12,satimage_sample3600.csv,outlier,0.7,[Fattr],K-Means,,,,,,0.0,,1.0
42161,12,satimage_sample3600.csv,outlier,0.7,[Fattr],HDBSCAN,,,,,,0.3527,0.2401,4.0
42162,12,satimage_sample3600.csv,outlier,0.7,[Fattr],Gaussian Mixture Model,,,,,,0.5033,0.0933,5.0
42163,12,satimage_sample3600.csv,outlier,0.7,[Fattr],BIRCH,,,,,,0.0,,1.0
42164,12,satimage_sample3600.csv,outlier,0.7,[Fattr],Hierarchical Clustering,,,,,,0.0,,1.0
42165,12,satimage_sample3600.csv,outlier,0.8,[Fattr],K-Means,,,,,,0.0,,1.0
42166,12,satimage_sample3600.csv,outlier,0.8,[Fattr],HDBSCAN,,,,,,0.4244,0.135,6.0
42167,12,satimage_sample3600.csv,outlier,0.8,[Fattr],Gaussian Mixture Model,,,,,,0.5027,0.0965,5.0
42168,12,satimage_sample3600.csv,outlier,0.8,[Fattr],BIRCH,,,,,,0.262,0.4741,2.0
42169,12,satimage_sample3600.csv,outlier,0.8,[Fattr],Hierarchical Clustering,,,,,,0.1941,0.4863,2.0
42170,12,satimage_sample3600.csv,outlier,0.9,[Fattr],K-Means,,,,,,0.0,,1.0
42171,12,satimage_sample3600.csv,outlier,0.9,[Fattr],HDBSCAN,,,,,,0.4216,0.1946,6.0
42172,12,satimage_sample3600.csv,outlier,0.9,[Fattr],Gaussian Mixture Model,,,,,,0.4652,0.0474,5.0
42173,12,satimage_sample3600.csv,outlier,0.9,[Fattr],BIRCH,,,,,,0.0,,1.0
42174,12,satimage_sample3600.csv,outlier,0.9,[Fattr],Hierarchical Clustering,,,,,,0.0,,1.0
42175,12,satimage_sample3600.csv,outlier,0.1,[C9attr],K-Means,,,,,,0.5714,0.3552,6.0
42176,12,satimage_sample3600.csv,outlier,0.1,[C9attr],HDBSCAN,,,,,,0.4155,0.161,6.0
42177,12,satimage_sample3600.csv,outlier,0.1,[C9attr],Gaussian Mixture Model,,,,,,0.5789,0.0715,6.0
42178,12,satimage_sample3600.csv,outlier,0.1,[C9attr],BIRCH,,,,,,0.4206,0.3144,4.0
42179,12,satimage_sample3600.csv,outlier,0.1,[C9attr],Hierarchical Clustering,,,,,,0.494,0.3337,5.0
42180,12,satimage_sample3600.csv,outlier,0.2,[C9attr],K-Means,,,,,,0.4093,0.3243,4.0
42181,12,satimage_sample3600.csv,outlier,0.2,[C9attr],HDBSCAN,,,,,,0.2767,-0.0024,5.0
42182,12,satimage_sample3600.csv,outlier,0.2,[C9attr],Gaussian Mixture Model,,,,,,0.4454,0.2099,4.0
42183,12,satimage_sample3600.csv,outlier,0.2,[C9attr],BIRCH,,,,,,0.4048,0.31,4.0
42184,12,satimage_sample3600.csv,outlier,0.2,[C9attr],Hierarchical Clustering,,,,,,0.5543,0.3919,4.0
42185,12,satimage_sample3600.csv,outlier,0.3,[C9attr],K-Means,,,,,,0.419,0.3365,4.0
42186,12,satimage_sample3600.csv,outlier,0.3,[C9attr],HDBSCAN,,,,,,0.4711,0.1137,9.0
42187,12,satimage_sample3600.csv,outlier,0.3,[C9attr],Gaussian Mixture Model,,,,,,0.4215,-0.0297,6.0
42188,12,satimage_sample3600.csv,outlier,0.3,[C9attr],BIRCH,,,,,,0.3874,0.4297,3.0
42189,12,satimage_sample3600.csv,outlier,0.3,[C9attr],Hierarchical Clustering,,,,,,0.4045,0.4424,3.0
42190,12,satimage_sample3600.csv,outlier,0.4,[C9attr],K-Means,,,,,,0.4053,0.4474,3.0
42191,12,satimage_sample3600.csv,outlier,0.4,[C9attr],HDBSCAN,,,,,,0.4618,0.144,10.0
42192,12,satimage_sample3600.csv,outlier,0.4,[C9attr],Gaussian Mixture Model,,,,,,0.3567,0.1035,5.0
42193,12,satimage_sample3600.csv,outlier,0.4,[C9attr],BIRCH,,,,,,0.2185,0.4993,2.0
42194,12,satimage_sample3600.csv,outlier,0.4,[C9attr],Hierarchical Clustering,,,,,,0.4051,0.4431,3.0
42195,12,satimage_sample3600.csv,outlier,0.5,[C9attr],K-Means,,,,,,0.2744,0.3659,2.0
42196,12,satimage_sample3600.csv,outlier,0.5,[C9attr],HDBSCAN,,,,,,0.4679,0.1468,10.0
42197,12,satimage_sample3600.csv,outlier,0.5,[C9attr],Gaussian Mixture Model,,,,,,0.292,-0.0534,6.0
42198,12,satimage_sample3600.csv,outlier,0.5,[C9attr],BIRCH,,,,,,0.2043,0.5047,2.0
42199,12,satimage_sample3600.csv,outlier,0.5,[C9attr],Hierarchical Clustering,,,,,,0.3957,0.4344,3.0
42200,12,satimage_sample3600.csv,outlier,0.6,[C9attr],K-Means,,,,,,0.0,,1.0
42201,12,satimage_sample3600.csv,outlier,0.6,[C9attr],HDBSCAN,,,,,,0.4794,0.29,6.0
42202,12,satimage_sample3600.csv,outlier,0.6,[C9attr],Gaussian Mixture Model,,,,,,0.2713,-0.1403,5.0
42203,12,satimage_sample3600.csv,outlier,0.6,[C9attr],BIRCH,,,,,,0.0,,1.0
42204,12,satimage_sample3600.csv,outlier,0.6,[C9attr],Hierarchical Clustering,,,,,,0.2592,0.3257,2.0
42205,12,satimage_sample3600.csv,outlier,0.7,[C9attr],K-Means,,,,,,0.0,,1.0
42206,12,satimage_sample3600.csv,outlier,0.7,[C9attr],HDBSCAN,,,,,,0.4603,0.2277,8.0
42207,12,satimage_sample3600.csv,outlier,0.7,[C9attr],Gaussian Mixture Model,,,,,,0.2703,-0.1259,5.0
42208,12,satimage_sample3600.csv,outlier,0.7,[C9attr],BIRCH,,,,,,0.0,,1.0
42209,12,satimage_sample3600.csv,outlier,0.7,[C9attr],Hierarchical Clustering,,,,,,0.0,,1.0
42210,12,satimage_sample3600.csv,outlier,0.8,[C9attr],K-Means,,,,,,0.0,,1.0
42211,12,satimage_sample3600.csv,outlier,0.8,[C9attr],HDBSCAN,,,,,,0.461,0.3002,5.0
42212,12,satimage_sample3600.csv,outlier,0.8,[C9attr],Gaussian Mixture Model,,,,,,0.2887,0.0501,4.0
42213,12,satimage_sample3600.csv,outlier,0.8,[C9attr],BIRCH,,,,,,0.2371,0.2693,2.0
42214,12,satimage_sample3600.csv,outlier,0.8,[C9attr],Hierarchical Clustering,,,,,,0.0,,1.0
42215,12,satimage_sample3600.csv,outlier,0.9,[C9attr],K-Means,,,,,,0.0458,0.1162,2.0
42216,12,satimage_sample3600.csv,outlier,0.9,[C9attr],HDBSCAN,,,,,,0.4542,0.2682,6.0
42217,12,satimage_sample3600.csv,outlier,0.9,[C9attr],Gaussian Mixture Model,,,,,,0.523,0.1219,4.0
