",",experiment_run,datasetName,errorType,percentage,feature,modelName,Accuracy,Auc,Recall,Precision,F1,AMI,SILHOUETTE,K
243,7,satimage_sample3600.csv,missing,0.3,[A13attr],BIRCH,,,,,,0.4495,0.2729,6.0
244,7,satimage_sample3600.csv,missing,0.3,[A13attr],Hierarchical Clustering,,,,,,0.5721,0.3488,6.0
245,7,satimage_sample3600.csv,missing,0.4,[A13attr],K-Means,,,,,,0.5908,0.3521,6.0
246,7,satimage_sample3600.csv,missing,0.4,[A13attr],HDBSCAN,,,,,,0.2451,0.3657,3.0
247,7,satimage_sample3600.csv,missing,0.4,[A13attr],Gaussian Mixture Model,,,,,,0.4987,0.0228,6.0
248,7,satimage_sample3600.csv,missing,0.4,[A13attr],BIRCH,,,,,,0.5612,0.3031,6.0
249,7,satimage_sample3600.csv,missing,0.4,[A13attr],Hierarchical Clustering,,,,,,0.5636,0.3449,6.0
250,7,satimage_sample3600.csv,missing,0.5,[A13attr],K-Means,,,,,,0.5912,0.3525,6.0
251,7,satimage_sample3600.csv,missing,0.5,[A13attr],HDBSCAN,,,,,,0.2472,0.3004,3.0
252,7,satimage_sample3600.csv,missing,0.5,[A13attr],Gaussian Mixture Model,,,,,,0.5301,0.176,6.0
253,7,satimage_sample3600.csv,missing,0.5,[A13attr],BIRCH,,,,,,0.499,0.3009,6.0
254,7,satimage_sample3600.csv,missing,0.5,[A13attr],Hierarchical Clustering,,,,,,0.5728,0.3477,6.0
255,7,satimage_sample3600.csv,missing,0.6,[A13attr],K-Means,,,,,,0.5835,0.3495,6.0
256,7,satimage_sample3600.csv,missing,0.6,[A13attr],HDBSCAN,,,,,,0.2489,0.2758,3.0
257,7,satimage_sample3600.csv,missing,0.6,[A13attr],Gaussian Mixture Model,,,,,,0.5505,0.1789,5.0
258,7,satimage_sample3600.csv,missing,0.6,[A13attr],BIRCH,,,,,,0.5029,0.3126,6.0
259,7,satimage_sample3600.csv,missing,0.6,[A13attr],Hierarchical Clustering,,,,,,0.565,0.3372,6.0
260,7,satimage_sample3600.csv,missing,0.7,[A13attr],K-Means,,,,,,0.5879,0.3515,6.0
261,7,satimage_sample3600.csv,missing,0.7,[A13attr],HDBSCAN,,,,,,0.2489,0.2758,3.0
262,7,satimage_sample3600.csv,missing,0.7,[A13attr],Gaussian Mixture Model,,,,,,0.5736,0.1229,5.0
263,7,satimage_sample3600.csv,missing,0.7,[A13attr],BIRCH,,,,,,0.5377,0.2969,6.0
264,7,satimage_sample3600.csv,missing,0.7,[A13attr],Hierarchical Clustering,,,,,,0.5694,0.3478,6.0
265,7,satimage_sample3600.csv,missing,0.8,[A13attr],K-Means,,,,,,0.5847,0.3508,6.0
266,7,satimage_sample3600.csv,missing,0.8,[A13attr],HDBSCAN,,,,,,0.2394,0.2729,4.0
267,7,satimage_sample3600.csv,missing,0.8,[A13attr],Gaussian Mixture Model,,,,,,0.5851,0.1304,5.0
268,7,satimage_sample3600.csv,missing,0.8,[A13attr],BIRCH,,,,,,0.5146,0.2755,6.0
269,7,satimage_sample3600.csv,missing,0.8,[A13attr],Hierarchical Clustering,,,,,,0.596,0.3475,6.0
270,7,satimage_sample3600.csv,missing,0.9,[A13attr],K-Means,,,,,,0.5837,0.3502,6.0
271,7,satimage_sample3600.csv,missing,0.9,[A13attr],HDBSCAN,,,,,,0.2411,0.2769,4.0
272,7,satimage_sample3600.csv,missing,0.9,[A13attr],Gaussian Mixture Model,,,,,,0.5216,0.1738,4.0
273,7,satimage_sample3600.csv,missing,0.9,[A13attr],BIRCH,,,,,,0.4924,0.2812,6.0
274,7,satimage_sample3600.csv,missing,0.9,[A13attr],Hierarchical Clustering,,,,,,0.5813,0.3444,6.0
275,7,satimage_sample3600.csv,missing,0.1,[B14attr],K-Means,,,,,,0.5879,0.3527,6.0
276,7,satimage_sample3600.csv,missing,0.1,[B14attr],HDBSCAN,,,,,,0.2437,0.2325,5.0
277,7,satimage_sample3600.csv,missing,0.1,[B14attr],Gaussian Mixture Model,,,,,,0.5077,0.0497,6.0
278,7,satimage_sample3600.csv,missing,0.1,[B14attr],BIRCH,,,,,,0.4925,0.2974,6.0
279,7,satimage_sample3600.csv,missing,0.1,[B14attr],Hierarchical Clustering,,,,,,0.5347,0.3419,6.0
280,7,satimage_sample3600.csv,missing,0.2,[B14attr],K-Means,,,,,,0.5854,0.3526,6.0
281,7,satimage_sample3600.csv,missing,0.2,[B14attr],HDBSCAN,,,,,,0.2466,0.2572,4.0
282,7,satimage_sample3600.csv,missing,0.2,[B14attr],Gaussian Mixture Model,,,,,,0.507,0.0434,6.0
283,7,satimage_sample3600.csv,missing,0.2,[B14attr],BIRCH,,,,,,0.4876,0.3044,6.0
284,7,satimage_sample3600.csv,missing,0.2,[B14attr],Hierarchical Clustering,,,,,,0.579,0.3463,6.0
285,7,satimage_sample3600.csv,missing,0.3,[B14attr],K-Means,,,,,,0.5248,0.3323,6.0
286,7,satimage_sample3600.csv,missing,0.3,[B14attr],HDBSCAN,,,,,,0.2466,0.2572,4.0
287,7,satimage_sample3600.csv,missing,0.3,[B14attr],Gaussian Mixture Model,,,,,,0.4602,0.0223,6.0
288,7,satimage_sample3600.csv,missing,0.3,[B14attr],BIRCH,,,,,,0.4974,0.3361,6.0
289,7,satimage_sample3600.csv,missing,0.3,[B14attr],Hierarchical Clustering,,,,,,0.5446,0.3441,6.0
290,7,satimage_sample3600.csv,missing,0.4,[B14attr],K-Means,,,,,,0.4689,0.3188,6.0
291,7,satimage_sample3600.csv,missing,0.4,[B14attr],HDBSCAN,,,,,,0.2469,0.2561,4.0
292,7,satimage_sample3600.csv,missing,0.4,[B14attr],Gaussian Mixture Model,,,,,,0.4911,0.139,6.0
293,7,satimage_sample3600.csv,missing,0.4,[B14attr],BIRCH,,,,,,0.5311,0.3149,6.0
294,7,satimage_sample3600.csv,missing,0.4,[B14attr],Hierarchical Clustering,,,,,,0.5729,0.3466,6.0
295,7,satimage_sample3600.csv,missing,0.5,[B14attr],K-Means,,,,,,0.5781,0.351,6.0
296,7,satimage_sample3600.csv,missing,0.5,[B14attr],HDBSCAN,,,,,,0.2453,0.258,4.0
297,7,satimage_sample3600.csv,missing,0.5,[B14attr],Gaussian Mixture Model,,,,,,0.5391,0.204,6.0
298,7,satimage_sample3600.csv,missing,0.5,[B14attr],BIRCH,,,,,,0.4649,0.2878,6.0
299,7,satimage_sample3600.csv,missing,0.5,[B14attr],Hierarchical Clustering,,,,,,0.5656,0.3499,6.0
300,7,satimage_sample3600.csv,missing,0.6,[B14attr],K-Means,,,,,,0.4746,0.3205,6.0
301,7,satimage_sample3600.csv,missing,0.6,[B14attr],HDBSCAN,,,,,,0.2469,0.2561,4.0
302,7,satimage_sample3600.csv,missing,0.6,[B14attr],Gaussian Mixture Model,,,,,,0.4549,0.0861,5.0
303,7,satimage_sample3600.csv,missing,0.6,[B14attr],BIRCH,,,,,,0.4536,0.2854,6.0
304,7,satimage_sample3600.csv,missing,0.6,[B14attr],Hierarchical Clustering,,,,,,0.5729,0.3543,6.0
305,7,satimage_sample3600.csv,missing,0.7,[B14attr],K-Means,,,,,,0.5827,0.3524,6.0
306,7,satimage_sample3600.csv,missing,0.7,[B14attr],HDBSCAN,,,,,,0.2452,0.2303,4.0
307,7,satimage_sample3600.csv,missing,0.7,[B14attr],Gaussian Mixture Model,,,,,,0.5815,0.1856,5.0
308,7,satimage_sample3600.csv,missing,0.7,[B14attr],BIRCH,,,,,,0.5449,0.2898,6.0
309,7,satimage_sample3600.csv,missing,0.7,[B14attr],Hierarchical Clustering,,,,,,0.5497,0.335,6.0
310,7,satimage_sample3600.csv,missing,0.8,[B14attr],K-Means,,,,,,0.5806,0.3521,6.0
311,7,satimage_sample3600.csv,missing,0.8,[B14attr],HDBSCAN,,,,,,0.2446,0.3004,3.0
312,7,satimage_sample3600.csv,missing,0.8,[B14attr],Gaussian Mixture Model,,,,,,0.5011,0.1162,4.0
313,7,satimage_sample3600.csv,missing,0.8,[B14attr],BIRCH,,,,,,0.6185,0.3196,6.0
314,7,satimage_sample3600.csv,missing,0.8,[B14attr],Hierarchical Clustering,,,,,,0.5543,0.3345,6.0
315,7,satimage_sample3600.csv,missing,0.9,[B14attr],K-Means,,,,,,0.5717,0.3485,6.0
316,7,satimage_sample3600.csv,missing,0.9,[B14attr],HDBSCAN,,,,,,0.2505,0.2732,4.0
317,7,satimage_sample3600.csv,missing,0.9,[B14attr],Gaussian Mixture Model,,,,,,0.4184,0.0847,4.0
318,7,satimage_sample3600.csv,missing,0.9,[B14attr],BIRCH,,,,,,0.5005,0.2694,6.0
319,7,satimage_sample3600.csv,missing,0.9,[B14attr],Hierarchical Clustering,,,,,,0.5692,0.3513,6.0
320,7,satimage_sample3600.csv,missing,0.1,[A19attr],K-Means,,,,,,0.59,0.3529,6.0
321,7,satimage_sample3600.csv,missing,0.1,[A19attr],HDBSCAN,,,,,,0.2402,0.2531,5.0
322,7,satimage_sample3600.csv,missing,0.1,[A19attr],Gaussian Mixture Model,,,,,,0.4915,0.0913,6.0
323,7,satimage_sample3600.csv,missing,0.1,[A19attr],BIRCH,,,,,,0.4743,0.2812,6.0
324,7,satimage_sample3600.csv,missing,0.1,[A19attr],Hierarchical Clustering,,,,,,0.5611,0.3564,6.0
325,7,satimage_sample3600.csv,missing,0.2,[A19attr],K-Means,,,,,,0.4747,0.317,6.0
326,7,satimage_sample3600.csv,missing,0.2,[A19attr],HDBSCAN,,,,,,0.2437,0.2515,4.0
327,7,satimage_sample3600.csv,missing,0.2,[A19attr],Gaussian Mixture Model,,,,,,0.5072,0.055,6.0
328,7,satimage_sample3600.csv,missing,0.2,[A19attr],BIRCH,,,,,,0.4472,0.2829,6.0
329,7,satimage_sample3600.csv,missing,0.2,[A19attr],Hierarchical Clustering,,,,,,0.5762,0.3476,6.0
330,7,satimage_sample3600.csv,missing,0.3,[A19attr],K-Means,,,,,,0.5833,0.3536,6.0
331,7,satimage_sample3600.csv,missing,0.3,[A19attr],HDBSCAN,,,,,,0.2412,0.3661,3.0
332,7,satimage_sample3600.csv,missing,0.3,[A19attr],Gaussian Mixture Model,,,,,,0.5535,0.2019,6.0
333,7,satimage_sample3600.csv,missing,0.3,[A19attr],BIRCH,,,,,,0.4621,0.2624,6.0
334,7,satimage_sample3600.csv,missing,0.3,[A19attr],Hierarchical Clustering,,,,,,0.5177,0.319,6.0
335,7,satimage_sample3600.csv,missing,0.4,[A19attr],K-Means,,,,,,0.4634,0.3125,6.0
336,7,satimage_sample3600.csv,missing,0.4,[A19attr],HDBSCAN,,,,,,0.2457,0.2134,5.0
337,7,satimage_sample3600.csv,missing,0.4,[A19attr],Gaussian Mixture Model,,,,,,0.5403,0.1064,5.0
338,7,satimage_sample3600.csv,missing,0.4,[A19attr],BIRCH,,,,,,0.4221,0.2233,6.0
339,7,satimage_sample3600.csv,missing,0.4,[A19attr],Hierarchical Clustering,,,,,,0.5637,0.3442,6.0
340,7,satimage_sample3600.csv,missing,0.5,[A19attr],K-Means,,,,,,0.53,0.3314,6.0
341,7,satimage_sample3600.csv,missing,0.5,[A19attr],HDBSCAN,,,,,,0.2483,0.3562,3.0
342,7,satimage_sample3600.csv,missing,0.5,[A19attr],Gaussian Mixture Model,,,,,,0.4832,0.1255,6.0
343,7,satimage_sample3600.csv,missing,0.5,[A19attr],BIRCH,,,,,,0.4997,0.2872,6.0
344,7,satimage_sample3600.csv,missing,0.5,[A19attr],Hierarchical Clustering,,,,,,0.5629,0.3505,6.0
345,7,satimage_sample3600.csv,missing,0.6,[A19attr],K-Means,,,,,,0.5851,0.3513,6.0
346,7,satimage_sample3600.csv,missing,0.6,[A19attr],HDBSCAN,,,,,,0.2483,0.3562,3.0
347,7,satimage_sample3600.csv,missing,0.6,[A19attr],Gaussian Mixture Model,,,,,,0.5554,0.1575,5.0
348,7,satimage_sample3600.csv,missing,0.6,[A19attr],BIRCH,,,,,,0.4197,0.2109,6.0
349,7,satimage_sample3600.csv,missing,0.6,[A19attr],Hierarchical Clustering,,,,,,0.547,0.344,6.0
350,7,satimage_sample3600.csv,missing,0.7,[A19attr],K-Means,,,,,,0.5751,0.3515,6.0
351,7,satimage_sample3600.csv,missing,0.7,[A19attr],HDBSCAN,,,,,,0.2483,0.3562,3.0
352,7,satimage_sample3600.csv,missing,0.7,[A19attr],Gaussian Mixture Model,,,,,,0.5233,0.1137,4.0
353,7,satimage_sample3600.csv,missing,0.7,[A19attr],BIRCH,,,,,,0.5124,0.2931,6.0
354,7,satimage_sample3600.csv,missing,0.7,[A19attr],Hierarchical Clustering,,,,,,0.5696,0.346,6.0
355,7,satimage_sample3600.csv,missing,0.8,[A19attr],K-Means,,,,,,0.5705,0.3432,6.0
356,7,satimage_sample3600.csv,missing,0.8,[A19attr],HDBSCAN,,,,,,0.2483,0.3562,3.0
357,7,satimage_sample3600.csv,missing,0.8,[A19attr],Gaussian Mixture Model,,,,,,0.4829,0.0475,4.0
358,7,satimage_sample3600.csv,missing,0.8,[A19attr],BIRCH,,,,,,0.5029,0.2527,6.0
359,7,satimage_sample3600.csv,missing,0.8,[A19attr],Hierarchical Clustering,,,,,,0.5593,0.351,6.0
360,7,satimage_sample3600.csv,missing,0.9,[A19attr],K-Means,,,,,,0.5662,0.347,6.0
361,7,satimage_sample3600.csv,missing,0.9,[A19attr],HDBSCAN,,,,,,0.2454,0.1755,5.0
362,7,satimage_sample3600.csv,missing,0.9,[A19attr],Gaussian Mixture Model,,,,,,0.4389,0.1801,3.0
363,7,satimage_sample3600.csv,missing,0.9,[A19attr],BIRCH,,,,,,0.4228,0.2215,6.0
364,7,satimage_sample3600.csv,missing,0.9,[A19attr],Hierarchical Clustering,,,,,,0.4335,0.2601,6.0
365,7,satimage_sample3600.csv,missing,0.1,[F24attr],K-Means,,,,,,0.4685,0.3187,6.0
366,7,satimage_sample3600.csv,missing,0.1,[F24attr],HDBSCAN,,,,,,0.2474,0.376,3.0
367,7,satimage_sample3600.csv,missing,0.1,[F24attr],Gaussian Mixture Model,,,,,,0.5019,0.1015,6.0
368,7,satimage_sample3600.csv,missing,0.1,[F24attr],BIRCH,,,,,,0.4884,0.2771,6.0
369,7,satimage_sample3600.csv,missing,0.1,[F24attr],Hierarchical Clustering,,,,,,0.5609,0.3347,6.0
370,7,satimage_sample3600.csv,missing,0.2,[F24attr],K-Means,,,,,,0.5745,0.3506,6.0
371,7,satimage_sample3600.csv,missing,0.2,[F24attr],HDBSCAN,,,,,,0.2424,0.273,4.0
372,7,satimage_sample3600.csv,missing,0.2,[F24attr],Gaussian Mixture Model,,,,,,0.5122,0.1455,6.0
373,7,satimage_sample3600.csv,missing,0.2,[F24attr],BIRCH,,,,,,0.5036,0.2842,6.0
374,7,satimage_sample3600.csv,missing,0.2,[F24attr],Hierarchical Clustering,,,,,,0.5801,0.3488,6.0
375,7,satimage_sample3600.csv,missing,0.3,[F24attr],K-Means,,,,,,0.5232,0.3299,6.0
376,7,satimage_sample3600.csv,missing,0.3,[F24attr],HDBSCAN,,,,,,0.2413,0.2932,4.0
377,7,satimage_sample3600.csv,missing,0.3,[F24attr],Gaussian Mixture Model,,,,,,0.5184,0.1555,6.0
378,7,satimage_sample3600.csv,missing,0.3,[F24attr],BIRCH,,,,,,0.5399,0.2992,6.0
379,7,satimage_sample3600.csv,missing,0.3,[F24attr],Hierarchical Clustering,,,,,,0.5618,0.3529,6.0
380,7,satimage_sample3600.csv,missing,0.4,[F24attr],K-Means,,,,,,0.5242,0.3285,6.0
381,7,satimage_sample3600.csv,missing,0.4,[F24attr],HDBSCAN,,,,,,0.2489,0.3484,3.0
382,7,satimage_sample3600.csv,missing,0.4,[F24attr],Gaussian Mixture Model,,,,,,0.4803,0.1538,6.0
383,7,satimage_sample3600.csv,missing,0.4,[F24attr],BIRCH,,,,,,0.5083,0.2833,6.0
384,7,satimage_sample3600.csv,missing,0.4,[F24attr],Hierarchical Clustering,,,,,,0.5796,0.3427,6.0
385,7,satimage_sample3600.csv,missing,0.5,[F24attr],K-Means,,,,,,0.5269,0.3324,6.0
386,7,satimage_sample3600.csv,missing,0.5,[F24attr],HDBSCAN,,,,,,0.2497,0.3226,3.0
387,7,satimage_sample3600.csv,missing,0.5,[F24attr],Gaussian Mixture Model,,,,,,0.4782,0.1593,6.0
388,7,satimage_sample3600.csv,missing,0.5,[F24attr],BIRCH,,,,,,0.4571,0.2903,6.0
389,7,satimage_sample3600.csv,missing,0.5,[F24attr],Hierarchical Clustering,,,,,,0.5643,0.3421,6.0
390,7,satimage_sample3600.csv,missing,0.6,[F24attr],K-Means,,,,,,0.5252,0.3283,6.0
391,7,satimage_sample3600.csv,missing,0.6,[F24attr],HDBSCAN,,,,,,0.2522,0.2904,4.0
392,7,satimage_sample3600.csv,missing,0.6,[F24attr],Gaussian Mixture Model,,,,,,0.5207,0.1662,6.0
393,7,satimage_sample3600.csv,missing,0.6,[F24attr],BIRCH,,,,,,0.5342,0.3009,6.0
394,7,satimage_sample3600.csv,missing,0.6,[F24attr],Hierarchical Clustering,,,,,,0.5701,0.3433,6.0
395,7,satimage_sample3600.csv,missing,0.7,[F24attr],K-Means,,,,,,0.5721,0.3503,6.0
396,7,satimage_sample3600.csv,missing,0.7,[F24attr],HDBSCAN,,,,,,0.2496,0.2751,4.0
397,7,satimage_sample3600.csv,missing,0.7,[F24attr],Gaussian Mixture Model,,,,,,0.5333,0.1649,5.0
398,7,satimage_sample3600.csv,missing,0.7,[F24attr],BIRCH,,,,,,0.4804,0.316,6.0
399,7,satimage_sample3600.csv,missing,0.7,[F24attr],Hierarchical Clustering,,,,,,0.562,0.3374,6.0
400,7,satimage_sample3600.csv,missing,0.8,[F24attr],K-Means,,,,,,0.5253,0.3281,6.0
401,7,satimage_sample3600.csv,missing,0.8,[F24attr],HDBSCAN,,,,,,0.2487,0.2962,4.0
402,7,satimage_sample3600.csv,missing,0.8,[F24attr],Gaussian Mixture Model,,,,,,0.5755,0.2065,5.0
403,7,satimage_sample3600.csv,missing,0.8,[F24attr],BIRCH,,,,,,0.5461,0.2857,6.0
404,7,satimage_sample3600.csv,missing,0.8,[F24attr],Hierarchical Clustering,,,,,,0.5914,0.3515,6.0
405,7,satimage_sample3600.csv,missing,0.9,[F24attr],K-Means,,,,,,0.4731,0.3152,6.0
406,7,satimage_sample3600.csv,missing,0.9,[F24attr],HDBSCAN,,,,,,0.2432,0.2245,5.0
407,7,satimage_sample3600.csv,missing,0.9,[F24attr],Gaussian Mixture Model,,,,,,0.3731,0.3179,3.0
408,7,satimage_sample3600.csv,missing,0.9,[F24attr],BIRCH,,,,,,0.4467,0.2867,6.0
409,7,satimage_sample3600.csv,missing,0.9,[F24attr],Hierarchical Clustering,,,,,,0.5733,0.3444,6.0
410,7,satimage_sample3600.csv,missing,0.1,[F30attr],K-Means,,,,,,0.5875,0.3526,6.0
411,7,satimage_sample3600.csv,missing,0.1,[F30attr],HDBSCAN,,,,,,0.2476,0.324,4.0
412,7,satimage_sample3600.csv,missing,0.1,[F30attr],Gaussian Mixture Model,,,,,,0.512,0.0517,6.0
413,7,satimage_sample3600.csv,missing,0.1,[F30attr],BIRCH,,,,,,0.5175,0.2871,6.0
414,7,satimage_sample3600.csv,missing,0.1,[F30attr],Hierarchical Clustering,,,,,,0.5571,0.3445,6.0
415,7,satimage_sample3600.csv,missing,0.2,[F30attr],K-Means,,,,,,0.5223,0.3303,6.0
416,7,satimage_sample3600.csv,missing,0.2,[F30attr],HDBSCAN,,,,,,0.252,0.5005,2.0
417,7,satimage_sample3600.csv,missing,0.2,[F30attr],Gaussian Mixture Model,,,,,,0.5055,0.0451,6.0
418,7,satimage_sample3600.csv,missing,0.2,[F30attr],BIRCH,,,,,,0.5793,0.3155,6.0
419,7,satimage_sample3600.csv,missing,0.2,[F30attr],Hierarchical Clustering,,,,,,0.5773,0.3523,6.0
420,7,satimage_sample3600.csv,missing,0.3,[F30attr],K-Means,,,,,,0.5811,0.3523,6.0
421,7,satimage_sample3600.csv,missing,0.3,[F30attr],HDBSCAN,,,,,,0.2492,0.4982,2.0
422,7,satimage_sample3600.csv,missing,0.3,[F30attr],Gaussian Mixture Model,,,,,,0.5425,0.1908,6.0
423,7,satimage_sample3600.csv,missing,0.3,[F30attr],BIRCH,,,,,,0.5978,0.3063,6.0
424,7,satimage_sample3600.csv,missing,0.3,[F30attr],Hierarchical Clustering,,,,,,0.5988,0.3512,6.0
425,7,satimage_sample3600.csv,missing,0.4,[F30attr],K-Means,,,,,,0.5834,0.3528,6.0
426,7,satimage_sample3600.csv,missing,0.4,[F30attr],HDBSCAN,,,,,,0.2518,0.3424,3.0
427,7,satimage_sample3600.csv,missing,0.4,[F30attr],Gaussian Mixture Model,,,,,,0.5502,0.2012,6.0
428,7,satimage_sample3600.csv,missing,0.4,[F30attr],BIRCH,,,,,,0.5684,0.3098,6.0
429,7,satimage_sample3600.csv,missing,0.4,[F30attr],Hierarchical Clustering,,,,,,0.5733,0.3485,6.0
430,7,satimage_sample3600.csv,missing,0.5,[F30attr],K-Means,,,,,,0.5826,0.3513,6.0
431,7,satimage_sample3600.csv,missing,0.5,[F30attr],HDBSCAN,,,,,,0.3364,0.2535,4.0
432,7,satimage_sample3600.csv,missing,0.5,[F30attr],Gaussian Mixture Model,,,,,,0.5731,0.1735,5.0
433,7,satimage_sample3600.csv,missing,0.5,[F30attr],BIRCH,,,,,,0.5339,0.3229,6.0
434,7,satimage_sample3600.csv,missing,0.5,[F30attr],Hierarchical Clustering,,,,,,0.558,0.3335,6.0
435,7,satimage_sample3600.csv,missing,0.6,[F30attr],K-Means,,,,,,0.5231,0.3311,6.0
436,7,satimage_sample3600.csv,missing,0.6,[F30attr],HDBSCAN,,,,,,0.3311,0.2463,5.0
437,7,satimage_sample3600.csv,missing,0.6,[F30attr],Gaussian Mixture Model,,,,,,0.574,0.1787,5.0
438,7,satimage_sample3600.csv,missing,0.6,[F30attr],BIRCH,,,,,,0.5478,0.303,6.0
439,7,satimage_sample3600.csv,missing,0.6,[F30attr],Hierarchical Clustering,,,,,,0.5635,0.3378,6.0
440,7,satimage_sample3600.csv,missing,0.7,[F30attr],K-Means,,,,,,0.5799,0.3512,6.0
441,7,satimage_sample3600.csv,missing,0.7,[F30attr],HDBSCAN,,,,,,0.3193,0.1897,5.0
442,7,satimage_sample3600.csv,missing,0.7,[F30attr],Gaussian Mixture Model,,,,,,0.5786,0.1658,5.0
443,7,satimage_sample3600.csv,missing,0.7,[F30attr],BIRCH,,,,,,0.5472,0.3083,6.0
444,7,satimage_sample3600.csv,missing,0.7,[F30attr],Hierarchical Clustering,,,,,,0.5736,0.3503,6.0
445,7,satimage_sample3600.csv,missing,0.8,[F30attr],K-Means,,,,,,0.5803,0.3513,6.0
446,7,satimage_sample3600.csv,missing,0.8,[F30attr],HDBSCAN,,,,,,0.3163,0.1941,5.0
447,7,satimage_sample3600.csv,missing,0.8,[F30attr],Gaussian Mixture Model,,,,,,0.559,0.1441,4.0
448,7,satimage_sample3600.csv,missing,0.8,[F30attr],BIRCH,,,,,,0.5926,0.3112,6.0
449,7,satimage_sample3600.csv,missing,0.8,[F30attr],Hierarchical Clustering,,,,,,0.5952,0.3507,6.0
450,7,satimage_sample3600.csv,missing,0.9,[F30attr],K-Means,,,,,,0.5774,0.3501,6.0
451,7,satimage_sample3600.csv,missing,0.9,[F30attr],HDBSCAN,,,,,,0.3248,0.2567,4.0
452,7,satimage_sample3600.csv,missing,0.9,[F30attr],Gaussian Mixture Model,,,,,,0.4584,0.1522,3.0
453,7,satimage_sample3600.csv,missing,0.9,[F30attr],BIRCH,,,,,,0.5588,0.3051,6.0
454,7,satimage_sample3600.csv,missing,0.9,[F30attr],Hierarchical Clustering,,,,,,0.5775,0.3484,6.0
455,7,satimage_sample3600.csv,duplicate,0.1,[Aattr],K-Means,,,,,,0.5772,0.3497,6.0
456,7,satimage_sample3600.csv,duplicate,0.1,[Aattr],HDBSCAN,,,,,,0.3137,0.195,6.0
457,7,satimage_sample3600.csv,duplicate,0.1,[Aattr],Gaussian Mixture Model,,,,,,0.4936,0.0637,6.0
458,7,satimage_sample3600.csv,duplicate,0.1,[Aattr],BIRCH,,,,,,0.5252,0.3076,6.0
459,7,satimage_sample3600.csv,duplicate,0.1,[Aattr],Hierarchical Clustering,,,,,,0.551,0.3512,6.0
460,7,satimage_sample3600.csv,duplicate,0.2,[Aattr],K-Means,,,,,,0.5929,0.3533,6.0
461,7,satimage_sample3600.csv,duplicate,0.2,[Aattr],HDBSCAN,,,,,,0.2421,0.2594,5.0
462,7,satimage_sample3600.csv,duplicate,0.2,[Aattr],Gaussian Mixture Model,,,,,,0.4945,0.0998,6.0
463,7,satimage_sample3600.csv,duplicate,0.2,[Aattr],BIRCH,,,,,,0.4964,0.3042,6.0
464,7,satimage_sample3600.csv,duplicate,0.2,[Aattr],Hierarchical Clustering,,,,,,0.5688,0.347,6.0
465,7,satimage_sample3600.csv,duplicate,0.3,[Aattr],K-Means,,,,,,0.4725,0.3189,6.0
466,7,satimage_sample3600.csv,duplicate,0.3,[Aattr],HDBSCAN,,,,,,0.242,0.2597,5.0
467,7,satimage_sample3600.csv,duplicate,0.3,[Aattr],Gaussian Mixture Model,,,,,,0.461,0.1079,6.0
468,7,satimage_sample3600.csv,duplicate,0.3,[Aattr],BIRCH,,,,,,0.6064,0.308,6.0
469,7,satimage_sample3600.csv,duplicate,0.3,[Aattr],Hierarchical Clustering,,,,,,0.5856,0.3486,6.0
470,7,satimage_sample3600.csv,duplicate,0.4,[Aattr],K-Means,,,,,,0.5893,0.3526,6.0
471,7,satimage_sample3600.csv,duplicate,0.4,[Aattr],HDBSCAN,,,,,,0.2745,0.1951,5.0
472,7,satimage_sample3600.csv,duplicate,0.4,[Aattr],Gaussian Mixture Model,,,,,,0.4888,0.066,6.0
473,7,satimage_sample3600.csv,duplicate,0.4,[Aattr],BIRCH,,,,,,0.4722,0.2552,6.0
474,7,satimage_sample3600.csv,duplicate,0.4,[Aattr],Hierarchical Clustering,,,,,,0.5704,0.3459,6.0
475,7,satimage_sample3600.csv,duplicate,0.5,[Aattr],K-Means,,,,,,0.523,0.335,6.0
476,7,satimage_sample3600.csv,duplicate,0.5,[Aattr],HDBSCAN,,,,,,0.2457,0.2301,5.0
477,7,satimage_sample3600.csv,duplicate,0.5,[Aattr],Gaussian Mixture Model,,,,,,0.4948,0.0812,6.0
478,7,satimage_sample3600.csv,duplicate,0.5,[Aattr],BIRCH,,,,,,0.4451,0.2436,6.0
479,7,satimage_sample3600.csv,duplicate,0.5,[Aattr],Hierarchical Clustering,,,,,,0.5792,0.3449,6.0
480,7,satimage_sample3600.csv,duplicate,0.6,[Aattr],K-Means,,,,,,0.5896,0.3529,6.0
481,7,satimage_sample3600.csv,duplicate,0.6,[Aattr],HDBSCAN,,,,,,0.322,0.1798,7.0
482,7,satimage_sample3600.csv,duplicate,0.6,[Aattr],Gaussian Mixture Model,,,,,,0.4973,0.0812,6.0
483,7,satimage_sample3600.csv,duplicate,0.6,[Aattr],BIRCH,,,,,,0.5348,0.2821,6.0
484,7,satimage_sample3600.csv,duplicate,0.6,[Aattr],Hierarchical Clustering,,,,,,0.5698,0.3479,6.0
485,7,satimage_sample3600.csv,duplicate,0.7,[Aattr],K-Means,,,,,,0.5751,0.3498,6.0
486,7,satimage_sample3600.csv,duplicate,0.7,[Aattr],HDBSCAN,,,,,,0.3306,0.1525,8.0
487,7,satimage_sample3600.csv,duplicate,0.7,[Aattr],Gaussian Mixture Model,,,,,,0.4932,0.0706,6.0
488,7,satimage_sample3600.csv,duplicate,0.7,[Aattr],BIRCH,,,,,,0.4767,0.2791,6.0
